article_id,manual_sentiment,manual_category
N003512,negative,legal_regulatory
N003517,neutral,project_contract
N003519,neutral,ma_ownership
N003535,neutral,capital_issuance
N003537,neutral,ma_ownership
N003545,neutral,capital_issuance
N003546,neutral,capital_issuance
N003550,neutral,capital_issuance
N003573,neutral,capital_issuance
N003586,neutral,ma_ownership
N003588,neutral,dividend
N003589,neutral,dividend
N003597,positive,earnings
N003599,neutral,capital_issuance
N003605,negative,legal_regulatory
N003612,neutral,capital_issuance
N003634,neutral,earnings
N003636,neutral,earnings
N003641,neutral,capital_issuance
N003662,neutral,dividend
N003672,neutral,ma_ownership
N003696,neutral,capital_issuance
N003700,neutral,debt_bond
N003719,neutral,capital_issuance
N003720,neutral,ma_ownership
N003805,neutral,capital_issuance
N003842,neutral,dividend
N003856,neutral,debt_bond
N003868,neutral,capital_issuance
N003869,neutral,ma_ownership
N003870,neutral,ma_ownership
N003873,neutral,dividend
N003882,neutral,ma_ownership
N003893,neutral,debt_bond
N003894,neutral,debt_bond
N003899,neutral,dividend
N003911,neutral,leadership
N003920,neutral,leadership
N003924,neutral,other
N003927,negative,legal_regulatory
N003932,neutral,leadership
N003934,neutral,dividend
N003942,negative,legal_regulatory
N003944,neutral,leadership
N003947,negative,ma_ownership
N003953,neutral,ma_ownership
N003962,neutral,capital_issuance
N003972,neutral,capital_issuance
N003981,neutral,dividend
N003983,neutral,capital_issuance
N003997,neutral,ma_ownership
N004001,neutral,capital_issuance
N004003,neutral,debt_bond
N004011,neutral,dividend
N004012,neutral,dividend
N004067,neutral,dividend
N004068,neutral,dividend
N004082,neutral,capital_issuance
N004088,neutral,debt_bond
N004092,neutral,dividend
N004094,neutral,ma_ownership
N004112,neutral,capital_issuance
N004113,neutral,capital_issuance
N004120,neutral,debt_bond
N004150,neutral,leadership
N004155,neutral,capital_issuance
N004157,neutral,capital_issuance
N004158,neutral,capital_issuance
N004159,neutral,debt_bond
N004171,neutral,ma_ownership
N004175,neutral,dividend
N004208,neutral,ma_ownership
N004211,neutral,capital_issuance
N004262,neutral,dividend
N004263,neutral,earnings
N004268,neutral,dividend
N004319,neutral,ma_ownership
N004335,neutral,debt_bond
N004348,neutral,dividend
N004359,neutral,leadership
N004406,negative,earnings
N004408,positive,earnings
N004410,positive,earnings
N004411,neutral,debt_bond
N004413,neutral,capital_issuance
N004414,neutral,capital_issuance
N004415,neutral,capital_issuance
N004421,neutral,capital_issuance
N004429,neutral,ma_ownership
N004433,neutral,leadership
N004438,neutral,dividend
N004442,neutral,project_contract
N004451,neutral,dividend
N004459,neutral,ma_ownership
N004469,neutral,capital_issuance
N004471,neutral,debt_bond
N004481,neutral,dividend
N004489,neutral,ma_ownership
N004494,neutral,ma_ownership
N004503,neutral,capital_issuance
N004504,neutral,dividend
N004505,neutral,ma_ownership
N004506,neutral,dividend
N004515,positive,earnings
N004519,neutral,debt_bond
N004529,neutral,dividend
N004530,neutral,dividend
N004531,neutral,ma_ownership
N004533,neutral,debt_bond
N004545,neutral,leadership
N004547,neutral,ma_ownership
N004568,neutral,ma_ownership
N004579,positive,debt_bond
N004587,neutral,ma_ownership
N004595,neutral,dividend
N004598,neutral,dividend
N004604,neutral,market_industry
N004610,neutral,dividend
N004612,neutral,dividend
N004615,neutral,other
N004625,neutral,capital_issuance
N004633,neutral,dividend
N004651,neutral,dividend
N004653,neutral,debt_bond
N004655,neutral,leadership
N004664,neutral,ma_ownership
N004665,neutral,dividend
N004671,neutral,dividend
N004674,neutral,other
N004676,neutral,capital_issuance
N004685,negative,market_industry
N004692,neutral,dividend
N004702,neutral,capital_issuance
N004703,neutral,capital_issuance
N004713,neutral,dividend
N004719,neutral,debt_bond
N004720,neutral,ma_ownership
N004728,neutral,leadership
N004730,neutral,ma_ownership
N004731,neutral,dividend
N004732,neutral,capital_issuance
N004735,neutral,ma_ownership
N004739,neutral,dividend
N004740,neutral,dividend
N004746,neutral,dividend
N004749,neutral,other
N004755,neutral,ma_ownership
N004756,neutral,ma_ownership
N004758,neutral,debt_bond
N004760,neutral,debt_bond
N004774,neutral,dividend
N004780,neutral,legal_regulatory
N004782,neutral,dividend
N004787,neutral,dividend
N004788,neutral,other
N004789,neutral,other
N004791,neutral,debt_bond
N004792,neutral,legal_regulatory
N004795,neutral,capital_issuance
N004796,neutral,ma_ownership
N004797,neutral,legal_regulatory
N004801,neutral,ma_ownership
N004802,neutral,ma_ownership
N004805,negative,legal_regulatory
N004808,neutral,ma_ownership
N004809,neutral,ma_ownership
N004813,neutral,capital_issuance
N004819,neutral,dividend
N004824,neutral,ma_ownership
N004827,neutral,dividend
N004829,neutral,capital_issuance
N004830,neutral,ma_ownership
N004832,neutral,dividend
N004833,neutral,dividend
N004847,neutral,dividend
N004854,neutral,capital_issuance
N004856,neutral,capital_issuance
N004865,neutral,debt_bond
N004872,neutral,ma_ownership
N004881,neutral,dividend
N004882,neutral,dividend
N004896,neutral,dividend
N004899,neutral,debt_bond
N004900,neutral,capital_issuance
N004903,neutral,debt_bond
N004905,neutral,ma_ownership
N004909,neutral,ma_ownership
N004921,neutral,other
N004922,neutral,dividend
N004923,neutral,ma_ownership
N004924,neutral,dividend
N004925,neutral,dividend
N004926,neutral,debt_bond
N004931,neutral,debt_bond
N004935,neutral,market_industry
N004937,neutral,ma_ownership
N004943,neutral,capital_issuance
N004944,neutral,dividend
N004947,neutral,dividend
N004948,neutral,dividend
N004950,neutral,dividend
N004954,neutral,market_industry
N004955,neutral,ma_ownership
N004961,neutral,legal_regulatory
N004964,neutral,ma_ownership
N004965,neutral,dividend
N004966,neutral,dividend
N004968,neutral,ma_ownership
N004974,neutral,legal_regulatory
N004979,neutral,dividend
N004980,neutral,dividend
N004984,neutral,debt_bond
N004988,neutral,debt_bond
N004989,neutral,debt_bond
N004990,neutral,other
N004991,neutral,debt_bond
N004992,neutral,capital_issuance
N004995,neutral,legal_regulatory
N005001,neutral,dividend
N005003,neutral,dividend
N005007,neutral,ma_ownership
N005010,neutral,ma_ownership
N005011,neutral,ma_ownership
N005018,neutral,ma_ownership
N005019,neutral,legal_regulatory
N005020,neutral,capital_issuance
N005025,neutral,legal_regulatory
N005033,neutral,leadership
N005035,neutral,ma_ownership
N005037,neutral,debt_bond
N005038,neutral,dividend
N005039,neutral,dividend
N005043,neutral,other
N005047,neutral,dividend
N005055,neutral,ma_ownership
N005057,neutral,legal_regulatory
N005061,neutral,dividend
N005067,neutral,dividend
N005070,neutral,dividend
N005071,neutral,dividend
N005075,neutral,dividend
N005077,neutral,dividend
N005084,neutral,dividend
N005085,neutral,dividend
N005095,neutral,ma_ownership
N005098,neutral,dividend
N005101,neutral,capital_issuance
N005102,neutral,dividend
N005103,neutral,dividend
N005106,neutral,ma_ownership
N005111,neutral,dividend
N005112,neutral,debt_bond
N005113,neutral,debt_bond
N005119,neutral,dividend
N005120,neutral,legal_regulatory
N005122,neutral,debt_bond
N005123,neutral,debt_bond
N005124,neutral,debt_bond
N005125,neutral,debt_bond
N005126,neutral,dividend
N005127,neutral,dividend
N005128,neutral,legal_regulatory
N005136,neutral,ma_ownership
N005138,neutral,capital_issuance
N005140,neutral,capital_issuance
N005142,neutral,debt_bond
N005143,neutral,dividend
N005149,neutral,legal_regulatory
N005162,neutral,project_contract
N005165,neutral,capital_issuance
N005169,neutral,ma_ownership
N005176,neutral,capital_issuance
N005186,negative,legal_regulatory
N005187,neutral,capital_issuance
N005188,neutral,dividend
N005194,neutral,project_contract
N005195,neutral,dividend
N005196,neutral,dividend
N005197,neutral,dividend
N005199,neutral,capital_issuance
N005206,neutral,capital_issuance
N005207,neutral,dividend
N005208,negative,legal_regulatory
N005209,neutral,capital_issuance
N005210,neutral,capital_issuance
N005217,neutral,capital_issuance
N005218,neutral,capital_issuance
N005223,neutral,project_contract
N005224,neutral,leadership
N005226,neutral,leadership
N005232,neutral,capital_issuance
N005234,neutral,ma_ownership
N005236,neutral,capital_issuance
N005238,neutral,dividend
N005239,neutral,dividend
N005240,negative,legal_regulatory
N005245,positive,project_contract
N005248,neutral,legal_regulatory
N005254,neutral,capital_issuance
N005260,neutral,dividend
N005265,neutral,dividend
N005266,neutral,dividend
N005272,neutral,dividend
N005275,neutral,dividend
N005279,neutral,dividend
N005280,neutral,other
N005281,neutral,capital_issuance
N005284,neutral,dividend
N005286,neutral,dividend
N005287,neutral,dividend
N005291,neutral,capital_issuance
N005295,neutral,capital_issuance
N005298,neutral,ma_ownership
N005299,neutral,legal_regulatory
N005303,neutral,debt_bond
N005310,neutral,dividend
N005311,positive,ma_ownership
N005316,negative,legal_regulatory
N005317,neutral,dividend
N005318,neutral,capital_issuance
N005319,neutral,dividend
N005320,neutral,dividend
N005321,neutral,capital_issuance
N003751,neutral,ma_ownership
N003752,neutral,ma_ownership
N003753,neutral,ma_ownership
N003754,neutral,ma_ownership
N003755,neutral,ma_ownership
N003756,neutral,ma_ownership
N003757,neutral,ma_ownership
N003758,neutral,ma_ownership
N003759,neutral,ma_ownership
N003760,neutral,ma_ownership
N003761,neutral,ma_ownership
N003767,neutral,leadership
N003769,neutral,leadership
N003770,neutral,other
N003777,neutral,other
N003778,neutral,market_industry
N003781,neutral,other
N003786,neutral,other
N003794,neutral,other
N003795,neutral,other
N003796,neutral,other
N003798,neutral,market_industry
N003799,neutral,other
N003800,neutral,other
N003806,neutral,leadership
N003807,neutral,leadership
N003808,neutral,leadership
N003811,neutral,other
N003812,neutral,ma_ownership
N003815,neutral,ma_ownership
N003816,neutral,ma_ownership
N003817,neutral,ma_ownership
N003819,neutral,other
N003820,neutral,legal_regulatory
N003821,neutral,other
N003825,neutral,ma_ownership
N003826,neutral,ma_ownership
N003827,neutral,ma_ownership
N003830,neutral,market_industry
N003833,neutral,other
N003834,neutral,leadership
N003835,neutral,other
N003836,neutral,other
N003845,neutral,capital_issuance
N003846,neutral,leadership
N003849,neutral,other
N003850,neutral,other
N003855,neutral,leadership
N003857,neutral,other
N003861,neutral,leadership
N003867,neutral,leadership
N003871,neutral,other
N003872,neutral,other
N003876,negative,legal_regulatory
N003880,neutral,leadership
N003883,neutral,other
N003884,positive,market_industry
N003885,neutral,market_industry
N003887,neutral,leadership
N003888,neutral,other
N003891,neutral,ma_ownership
N003892,neutral,ma_ownership
N003896,neutral,other
N003897,neutral,leadership
N003900,neutral,leadership
N003902,neutral,ma_ownership
N003903,neutral,ma_ownership
N003904,neutral,other
N003906,neutral,leadership
N003907,neutral,ma_ownership
N003908,neutral,ma_ownership
N003910,neutral,other
N003919,neutral,other
N003922,neutral,ma_ownership
N003925,neutral,leadership
N003926,positive,project_contract
N003928,neutral,other
N003933,neutral,market_industry
N003935,neutral,other
N003936,neutral,leadership
N003937,neutral,other
N003941,neutral,market_industry
N003943,neutral,other
N003946,neutral,leadership
N003948,neutral,other
N003949,neutral,other
N003950,neutral,leadership
N003951,neutral,ma_ownership
N003952,neutral,ma_ownership
N003958,neutral,leadership
N003959,neutral,other
N003961,neutral,other
N003965,neutral,leadership
N003966,neutral,ma_ownership
N003968,neutral,ma_ownership
N003969,neutral,ma_ownership
N003970,positive,other
N003974,neutral,leadership
N003978,neutral,ma_ownership
N003979,neutral,ma_ownership
N003980,neutral,leadership
N003982,neutral,other
N003985,neutral,ma_ownership
N003986,neutral,other
N003987,neutral,other
N003988,neutral,leadership
N003994,neutral,ma_ownership
N003999,neutral,leadership
N004000,neutral,leadership
N004002,neutral,leadership
N004004,neutral,leadership
N004013,neutral,leadership
N004017,neutral,ma_ownership
N004018,neutral,leadership
N004019,neutral,leadership
N004024,positive,market_industry
N004025,neutral,ma_ownership
N004030,neutral,other
N004033,neutral,market_industry
N004037,negative,earnings
N004039,neutral,leadership
N004043,neutral,leadership
N004044,neutral,leadership
N004045,neutral,ma_ownership
N004046,neutral,other
N004047,neutral,other
N004048,neutral,other
N004049,neutral,ma_ownership
N004050,neutral,ma_ownership
N004055,neutral,leadership
N004057,neutral,ma_ownership
N004059,neutral,leadership
N004060,neutral,leadership
N004061,neutral,ma_ownership
N004062,positive,market_industry
N004063,neutral,leadership
N004064,neutral,leadership
N004065,neutral,market_industry
N004071,neutral,leadership
N004072,neutral,other
N004076,neutral,other
N004078,neutral,ma_ownership
N004079,neutral,leadership
N004083,neutral,leadership
N004093,neutral,leadership
N004095,neutral,leadership
N004096,neutral,other
N004097,neutral,other
N004104,neutral,ma_ownership
N004105,neutral,ma_ownership
N004106,neutral,other
N004107,neutral,earnings
N004108,neutral,ma_ownership
N004109,neutral,ma_ownership
N004110,neutral,earnings
N004111,neutral,leadership
N004115,neutral,leadership
N004119,neutral,leadership
N004121,positive,market_industry
N004122,neutral,other
N004124,neutral,other
N004125,neutral,ma_ownership
N004129,neutral,leadership
N004130,neutral,leadership
N004133,neutral,other
N004139,neutral,leadership
N004141,neutral,other
N004143,neutral,leadership
N004148,neutral,project_contract
N004149,positive,other
N004151,neutral,other
N004152,neutral,legal_regulatory
N004153,neutral,leadership
N004163,neutral,leadership
N004165,neutral,leadership
N004166,neutral,other
N004167,neutral,market_industry
N004168,neutral,leadership
N004169,neutral,earnings
N004170,neutral,earnings
N004172,neutral,earnings
N004173,neutral,earnings
N004174,neutral,earnings
N004176,neutral,other
N004177,neutral,earnings
N004178,neutral,earnings
N004179,neutral,earnings
N004180,neutral,earnings
N004181,neutral,leadership
N004182,neutral,leadership
N004183,neutral,earnings
N004184,neutral,earnings
N004185,neutral,other
N004186,neutral,earnings
N004187,neutral,earnings
N004188,neutral,earnings
N004189,neutral,leadership
N004190,neutral,leadership
N004191,neutral,leadership
N004192,neutral,leadership
N004193,neutral,leadership
N004194,positive,earnings
N004195,neutral,earnings
N004196,neutral,earnings
N004197,neutral,earnings
N004198,negative,legal_regulatory
N004199,neutral,other
N004200,positive,capital_issuance
N004201,positive,earnings
N004202,neutral,leadership
N004203,neutral,other
N004204,neutral,other
N004205,neutral,project_contract
N004206,positive,earnings
N004207,neutral,leadership
N004209,neutral,ma_ownership
N004210,neutral,earnings
N004212,neutral,earnings
N004213,neutral,earnings
N004214,neutral,leadership
N004215,neutral,market_industry
N004216,neutral,earnings
N004217,neutral,earnings
N004218,neutral,leadership
N004219,negative,leadership
N004220,neutral,leadership
N004221,neutral,leadership
N004222,neutral,leadership
N004223,neutral,leadership
N004224,neutral,ma_ownership
N004225,neutral,ma_ownership
N004226,neutral,leadership
N004227,neutral,leadership
N004228,neutral,market_industry
N004229,neutral,earnings
N004230,neutral,earnings
N004231,neutral,ma_ownership
N004232,neutral,debt_bond
N004233,neutral,earnings
N004234,neutral,earnings
N004235,neutral,leadership
N004236,neutral,leadership
N004237,neutral,leadership
N004238,positive,earnings
N004239,neutral,leadership
N004240,neutral,leadership
N004241,neutral,earnings
N004242,neutral,earnings
N004243,neutral,earnings
N004244,neutral,other
N004245,neutral,earnings
N004246,neutral,leadership
N004247,neutral,leadership
N004248,neutral,leadership
N004249,neutral,other
N004250,neutral,leadership
N004251,neutral,other
N004252,neutral,leadership
N004253,neutral,earnings
N004254,neutral,earnings
N004255,neutral,leadership
N004256,neutral,leadership
N004257,neutral,leadership
N004258,neutral,leadership
N004259,neutral,earnings
N004260,neutral,earnings
N004261,neutral,leadership
N004264,neutral,leadership
N004265,neutral,earnings
N004266,neutral,earnings
N004267,neutral,earnings
N004269,neutral,earnings
N004270,neutral,earnings
N004271,neutral,leadership
N004272,neutral,ma_ownership
N004273,neutral,earnings
N004274,neutral,earnings
N004275,neutral,earnings
N004276,neutral,earnings
N004277,neutral,earnings
N004278,neutral,earnings
N004279,neutral,earnings
N004280,neutral,ma_ownership
N004281,neutral,earnings
N004282,neutral,earnings
N004283,neutral,earnings
N004284,neutral,leadership
N004285,neutral,leadership
N004286,neutral,other
N004287,neutral,earnings
N004288,neutral,earnings
N004289,neutral,earnings
N004290,neutral,earnings
N004291,neutral,earnings
N004292,neutral,earnings
N004293,neutral,earnings
N004294,neutral,leadership
N004295,neutral,earnings
N004296,neutral,earnings
N004297,neutral,leadership
N004298,neutral,earnings
N004299,neutral,earnings
N004300,neutral,earnings
N004301,neutral,leadership
N004302,neutral,leadership
N004303,neutral,project_contract
N004304,neutral,project_contract
N004305,neutral,project_contract
N004306,neutral,earnings
N004307,neutral,earnings
N004308,neutral,ma_ownership
N004309,neutral,leadership
N004310,neutral,leadership
N004311,neutral,earnings
N004312,neutral,earnings
N004313,neutral,earnings
N004314,neutral,other
N004315,neutral,earnings
N004316,neutral,earnings
N004317,neutral,earnings
N004318,neutral,earnings
N004320,neutral,earnings
N004321,neutral,earnings
N004322,neutral,earnings
N004323,neutral,earnings
N004324,neutral,leadership
N004325,negative,leadership
N004326,neutral,leadership
N004327,neutral,earnings
N004328,neutral,earnings
N004329,neutral,ma_ownership
N004330,neutral,ma_ownership
N004331,neutral,other
N004332,neutral,other
N004333,neutral,earnings
N004334,neutral,earnings
N004336,neutral,leadership
N004337,neutral,leadership
N004338,neutral,earnings
N004339,neutral,earnings
N004340,neutral,earnings
N004341,neutral,earnings
N004342,neutral,earnings
N004343,neutral,earnings
N004344,neutral,leadership
N004345,neutral,earnings
N004346,neutral,earnings
N004347,neutral,market_industry
N004349,neutral,earnings
N004350,neutral,earnings
N004351,neutral,earnings
N004352,neutral,earnings
N004353,neutral,earnings
N004354,neutral,earnings
N004355,neutral,earnings
N004356,neutral,earnings
N004357,neutral,earnings
N004358,neutral,earnings
N004360,neutral,leadership
N004361,neutral,leadership
N004362,neutral,earnings
N004363,neutral,leadership
N004364,neutral,leadership
N004365,neutral,earnings
N004366,neutral,leadership
N004367,neutral,earnings
N004368,neutral,earnings
N004369,neutral,earnings
N004370,neutral,leadership
N004371,positive,earnings
N004372,neutral,earnings
N004373,neutral,earnings
N004374,positive,other
N004375,neutral,earnings
N004376,neutral,earnings
N004377,neutral,earnings
N004378,positive,earnings
N004379,neutral,earnings
N004380,neutral,earnings
N004381,neutral,earnings
N004382,neutral,earnings
N004383,neutral,earnings
N004384,neutral,earnings
N004385,neutral,other
N004386,negative,earnings
N004387,neutral,earnings
N004388,neutral,earnings
N004389,negative,earnings
N004390,neutral,earnings
N004391,neutral,other
N004392,negative,earnings
N004393,neutral,other
N004394,neutral,earnings
N004395,neutral,earnings
N004396,neutral,earnings
N004397,neutral,earnings
N004398,neutral,earnings
N004399,neutral,earnings
N004400,positive,earnings
N004401,neutral,earnings
N004402,positive,earnings
N004403,positive,earnings
N004404,negative,earnings
N004405,positive,earnings
N004407,neutral,market_industry
N004409,positive,earnings
N004412,positive,earnings
N004416,neutral,earnings
N004417,neutral,earnings
N004418,neutral,earnings
N004419,neutral,leadership
N004420,neutral,leadership
N004422,neutral,ma_ownership
N004423,neutral,leadership
N004424,neutral,leadership
N004425,neutral,leadership
N004426,neutral,leadership
N004427,neutral,other
N004428,neutral,leadership
N004430,neutral,other
N004431,neutral,earnings
N004432,neutral,earnings
N004434,neutral,earnings
N004435,neutral,leadership
N004436,neutral,project_contract
N004437,neutral,leadership
N004439,neutral,other
N004440,neutral,other
N004441,neutral,earnings
N004443,neutral,leadership
N004444,positive,earnings
N004445,neutral,earnings
N004446,neutral,earnings
N004447,neutral,earnings
N004448,neutral,earnings
N004449,neutral,earnings
N004450,neutral,earnings
N004452,neutral,earnings
N004453,neutral,earnings
N004454,neutral,earnings
N004455,neutral,ma_ownership
N004456,neutral,ma_ownership
N004457,neutral,leadership
N004458,neutral,other
N004460,neutral,market_industry
N004461,neutral,earnings
N004462,neutral,leadership
N004463,neutral,other
N004464,neutral,earnings
N004465,neutral,earnings
N004466,neutral,leadership
N004467,neutral,earnings
N004468,neutral,leadership
N004470,neutral,ma_ownership
N004472,neutral,earnings
N004473,neutral,earnings
N004474,neutral,earnings
N004475,negative,market_industry
N004476,neutral,leadership
N004477,positive,earnings
N004478,neutral,market_industry
N004479,neutral,leadership
N004480,neutral,market_industry
N004482,neutral,earnings
N004483,neutral,earnings
N004484,neutral,earnings
N004485,neutral,earnings
N004486,neutral,leadership
N004487,neutral,other
N004488,neutral,ma_ownership
N004490,neutral,other
N004491,neutral,leadership
N004492,positive,earnings
N004493,neutral,other
N004495,neutral,leadership
N004496,neutral,ma_ownership
N004497,neutral,market_industry
N004498,neutral,earnings
N004499,neutral,earnings
N004500,neutral,earnings
N004501,neutral,capital_issuance
N004502,neutral,other
N004507,negative,earnings
N004508,neutral,earnings
N004509,neutral,earnings
N004510,neutral,earnings
N004511,neutral,other
N004512,neutral,earnings
N004513,neutral,earnings
N004514,neutral,earnings
N004516,neutral,other
N004517,positive,earnings
N004518,positive,ma_ownership
N004520,neutral,leadership
N004521,neutral,ma_ownership
N004522,positive,earnings
N004523,neutral,ma_ownership
N004524,neutral,leadership
N004525,neutral,other
N004526,neutral,other
N004527,neutral,ma_ownership
N004528,neutral,debt_bond
N004532,neutral,other
N004534,neutral,leadership
N004535,neutral,earnings
N004536,neutral,leadership
N004537,neutral,earnings
N004538,neutral,market_industry
N004539,negative,legal_regulatory
N004540,neutral,leadership
N004541,neutral,earnings
N004542,neutral,other
N004543,neutral,leadership
N004544,neutral,leadership
N004546,neutral,leadership
N004548,neutral,ma_ownership
N004549,neutral,ma_ownership
N004550,neutral,ma_ownership
N004551,neutral,ma_ownership
N004552,neutral,ma_ownership
N004553,neutral,ma_ownership
N004554,neutral,ma_ownership
N004555,neutral,other
N004556,neutral,ma_ownership
N004557,neutral,ma_ownership
N004558,neutral,other
N004559,neutral,other
N004560,neutral,leadership
N004561,neutral,leadership
N004562,neutral,legal_regulatory
N004563,neutral,legal_regulatory
N004564,neutral,other
N004565,neutral,leadership
N004566,neutral,other
N004567,neutral,leadership
N004569,neutral,earnings
N004570,neutral,leadership
N004571,neutral,leadership
N004572,neutral,earnings
N004573,neutral,earnings
N004574,neutral,earnings
N004575,neutral,other
N004576,neutral,other
N004577,neutral,earnings
N004578,neutral,earnings
N004580,neutral,leadership
N004581,neutral,leadership
N004582,neutral,ma_ownership
N004583,neutral,earnings
N004584,neutral,leadership
N004585,neutral,leadership
N004586,neutral,leadership
N004588,neutral,other
N004589,neutral,leadership
N004590,neutral,leadership
N004591,neutral,leadership
N004592,neutral,leadership
N004593,neutral,ma_ownership
N004594,negative,earnings
N004596,neutral,other
N004597,neutral,leadership
N004599,neutral,earnings
N004600,neutral,ma_ownership
N004601,neutral,leadership
N004602,neutral,leadership
N004603,neutral,ma_ownership
N004605,neutral,leadership
N004606,neutral,earnings
N004607,neutral,earnings
N004608,neutral,other
N004609,neutral,leadership
N004611,neutral,other
N004613,positive,earnings
N004614,neutral,leadership
N004616,neutral,leadership
N004617,neutral,other
N004618,neutral,leadership
N004619,neutral,market_industry
N004620,neutral,leadership
N004621,neutral,leadership
N004622,neutral,legal_regulatory
N004623,neutral,market_industry
N004624,positive,project_contract
N004626,neutral,earnings
N004627,neutral,earnings
N004628,neutral,earnings
N004629,neutral,leadership
N004630,neutral,earnings
N004631,neutral,other
N004632,neutral,earnings
N004634,neutral,earnings
N004635,neutral,earnings
N004636,neutral,leadership
N004637,neutral,leadership
N004638,neutral,leadership
N004639,neutral,leadership
N004640,neutral,earnings
N004641,neutral,earnings
N004642,neutral,leadership
N004643,neutral,leadership
N004644,neutral,leadership
N004645,neutral,other
N004646,neutral,other
N004647,neutral,other
N004648,neutral,other
N004649,neutral,leadership
N004650,neutral,other
N004652,positive,earnings
N004654,neutral,leadership
N004656,neutral,earnings
N004657,neutral,market_industry
N004658,neutral,ma_ownership
N004659,neutral,ma_ownership
N004660,neutral,ma_ownership
N004662,neutral,ma_ownership
N004663,neutral,other
N004666,neutral,ma_ownership
N004667,positive,earnings
N004668,positive,market_industry
N004669,neutral,ma_ownership
N004670,neutral,market_industry
N004672,neutral,leadership
N004673,neutral,leadership
N004675,neutral,other
N004677,neutral,leadership
N004678,neutral,other
N004679,neutral,leadership
N004680,neutral,other
N004681,neutral,other
N004682,neutral,other
N004683,neutral,ma_ownership
N004684,neutral,earnings
N004686,neutral,other
N004687,neutral,earnings
N004688,neutral,ma_ownership
N004689,neutral,earnings
N004690,neutral,legal_regulatory
N004691,neutral,leadership
N004693,neutral,leadership
N004694,neutral,leadership
N004695,neutral,market_industry
N004696,neutral,market_industry
N004697,neutral,ma_ownership
N004698,neutral,ma_ownership
N004699,neutral,other
N004700,neutral,leadership
N004701,neutral,leadership
N004704,neutral,other
N004705,neutral,other
N004706,neutral,leadership
N004707,neutral,ma_ownership
N004708,neutral,ma_ownership
N004709,neutral,other
N004710,neutral,ma_ownership
N004711,neutral,leadership
N004712,neutral,leadership
N004714,neutral,other
N004715,neutral,ma_ownership
N004716,neutral,other
N004717,neutral,other
N004718,neutral,ma_ownership
N004721,neutral,leadership
N004722,neutral,ma_ownership
N004723,neutral,leadership
N004724,neutral,other
N004726,neutral,other
N004727,neutral,other
N004729,neutral,earnings
N004733,neutral,other
N004734,neutral,ma_ownership
N004736,neutral,leadership
N004737,neutral,leadership
N004738,neutral,other
N004741,neutral,ma_ownership
N004742,neutral,ma_ownership
N004743,neutral,leadership
N004744,neutral,ma_ownership
N004745,neutral,ma_ownership
N004747,neutral,market_industry
N004748,neutral,leadership
N004750,neutral,earnings
N004751,neutral,leadership
N004752,neutral,leadership
N004753,neutral,other
N004754,neutral,leadership
N004757,neutral,leadership
N004759,neutral,leadership
N004761,neutral,market_industry
N004762,neutral,legal_regulatory
N004763,neutral,ma_ownership
N004764,neutral,ma_ownership
N004765,neutral,ma_ownership
N004766,negative,leadership
N004767,neutral,leadership
N004768,neutral,leadership
N004769,neutral,other
N004770,neutral,leadership
N004771,neutral,leadership
N004772,neutral,earnings
N004773,negative,legal_regulatory
N004775,neutral,ma_ownership
N004776,neutral,ma_ownership
N004777,neutral,ma_ownership
N004778,neutral,ma_ownership
N004779,neutral,other
N004781,neutral,leadership
N004783,neutral,debt_bond
N004784,neutral,leadership
N004785,neutral,leadership
N004790,neutral,leadership
N004793,neutral,other
N004794,neutral,ma_ownership
N004798,positive,market_industry
N004799,neutral,other
N004800,neutral,leadership
N004803,neutral,project_contract
N004804,neutral,other
N004806,neutral,leadership
N004807,neutral,ma_ownership
N004810,neutral,project_contract
N004811,neutral,market_industry
N004812,neutral,legal_regulatory
N004814,neutral,earnings
N004815,neutral,earnings
N004816,neutral,leadership
N004817,positive,earnings
N004818,positive,earnings
N004820,neutral,ma_ownership
N004821,neutral,ma_ownership
N004822,neutral,ma_ownership
N004825,neutral,ma_ownership
N004826,neutral,ma_ownership
N004828,neutral,leadership
N004831,neutral,market_industry
N004834,neutral,ma_ownership
N004835,neutral,other
N004836,neutral,other
N004837,neutral,other
N004838,neutral,other
N004839,neutral,leadership
N004840,neutral,ma_ownership
N004841,neutral,leadership
N004842,neutral,market_industry
N004843,neutral,other
N004844,neutral,ma_ownership
N004845,neutral,leadership
N004846,neutral,ma_ownership
N004848,neutral,leadership
N004849,neutral,leadership
N004850,neutral,other
N004851,negative,earnings
N004852,neutral,leadership
N004853,neutral,leadership
N004855,neutral,market_industry
N004857,neutral,leadership
N004858,neutral,other
N004859,neutral,ma_ownership
N004860,neutral,ma_ownership
N004861,neutral,other
N004862,neutral,leadership
N004863,neutral,earnings
N004864,neutral,market_industry
N004866,neutral,other
N004867,neutral,earnings
N004868,neutral,other
N004869,neutral,other
N004870,neutral,ma_ownership
N004871,neutral,other
N004873,neutral,other
N004874,neutral,leadership
N004875,neutral,leadership
N004876,neutral,other
N004877,neutral,market_industry
N004878,neutral,leadership
N004879,neutral,debt_bond
N004880,neutral,leadership
N004883,neutral,leadership
N004884,neutral,other
N004885,neutral,legal_regulatory
N004886,neutral,other
N004887,neutral,other
N004888,neutral,ma_ownership
N004889,neutral,leadership
N004890,neutral,leadership
N004891,neutral,leadership
N004892,neutral,leadership
N004893,neutral,market_industry
N004894,neutral,earnings
